xpoints,vpoints,tpoints
-0.634745,-0.647175,17.600000
-0.660419,-0.636306,17.640000
-0.685632,-0.624105,17.680000
-0.710329,-0.610497,17.720000
-0.734452,-0.595410,17.760000
-0.757941,-0.578783,17.800000
-0.780733,-0.560560,17.840000
-0.802764,-0.540699,17.880000
-0.823967,-0.519165,17.920000
-0.844275,-0.495942,17.960000
-0.863620,-0.471022,18.000000
-0.881934,-0.444418,18.040000
-0.899151,-0.416156,18.080000
-0.915205,-0.386281,18.120000
-0.930033,-0.354854,18.160000
-0.943574,-0.321955,18.200000
-0.955771,-0.287682,18.240000
-0.966571,-0.252148,18.280000
-0.975928,-0.215486,18.320000
-0.983797,-0.177839,18.360000
-0.990144,-0.139367,18.400000
-0.994938,-0.100239,18.440000
-0.998156,-0.060636,18.480000
-0.999785,-0.020744,18.520000
-0.999815,0.019248,18.560000
-0.998246,0.059148,18.600000
-0.995087,0.098765,18.640000
-0.990351,0.137913,18.680000
-0.984062,0.176413,18.720000
-0.976249,0.214094,18.760000
-0.966948,0.250796,18.800000
-0.956200,0.286374,18.840000
-0.944055,0.320697,18.880000
-0.930563,0.353649,18.920000
-0.915782,0.385132,18.960000
-0.899773,0.415067,19.000000
-0.882598,0.443390,19.040000
-0.864324,0.470057,19.080000
-0.845016,0.495040,19.120000
-0.824743,0.518327,19.160000
-0.803573,0.539923,19.200000
-0.781572,0.559847,19.240000
-0.758807,0.578130,19.280000
-0.735343,0.594816,19.320000
-0.711242,0.609959,19.360000
-0.686566,0.623622,19.400000
-0.661371,0.635874,19.440000
-0.635714,0.646791,19.480000
-0.609645,0.656454,19.520000
-0.583213,0.664946,19.560000
-0.556463,0.672352,19.600000
-0.529438,0.678760,19.640000
-0.502175,0.684253,19.680000
-0.474709,0.688919,19.720000
-0.447071,0.692839,19.760000
-0.419291,0.696094,19.800000
-0.391392,0.698761,19.840000
-0.363397,0.700914,19.880000
-0.335324,0.702622,19.920000
-0.307192,0.703951,19.960000
